Telugu_sentence,English_sentence,source
పోషకాహారలోపం - వ్యాధులు,Malnutrition - diseases,indic2012
మన శరీరంలో జీవక్రియలన్నీ సక్రమంగా నిర్వర్తించడానికి సరైన ఆహారం అవసరం అని మనం చదువుకున్నాం.,We have learned that proper food is necessary for all the metabolism in our body to function properly.,indic2012
మనం తినే ఆహారం సమతులాహారంగా ఉండాలి.,The food we eat should be balanced.,indic2012
"అంటే దానిలో పిండి పదార్థాలు, మాంసకృత్తులు, కొవ్వులు, ఖనిజలవణాలు, విటమినులు మొదలైనవన్నీ తగిన పాళ్ళలో ఉండాలి. ","It means that it should contain carbohydrates, proteins, fats, minerals, vitamins etc. in suitable milk.",tides
ప్రపంచ జనాభాలో మూడింట్లో రెండువంతుల మంది ఆహార సంబంధిత వ్యాధులతో బాధపడుతున్నారు.,Two-thirds of the world's population suffers from food-borne diseases.,tides
కొంతమంది ఎక్కువ కెలోరిఫిక్ విలువగల ఆహారం తినడం వల్ల కూడా వ్యాధుల పాలవుతున్నారు.,Some people also suffer from diseases due to eating food with high calorific value.,ted
ఎక్కువమంది సమతులాహారం లభించకపోవడం వల్ల వ్యాధులకు గురవుతున్నారు.,Many people suffer from diseases due to lack of balanced diet.,indic2012
ఆహార సంబంధిత వ్యాధుల గురించి చర్చించడం ఎంతో అవసరం,Discussing food related diseases is essential.,tides
"మనం తినే ఆహారంలో ఒకటి లేదా అంతకన్నా ఎక్కువ పోషక పదార్థాలు తగిన పాళ్ళలో లేకపోవడాన్ని “పోషకాహారలోపం” అంటాం. అనారోగ్యం, కావాలని తినడం మానివేయడం, పోషక విలువల పట్ల, ఆహారం వండే పద్ధతులపట్ల సరైన అవగాహన లేకపోవడం, ఆర్థిక","A deficiency of one or more nutrients in the food we eat is called “malnutrition”. Illness, willful stoppage of food, lack of proper understanding of nutritional values, methods of cooking food, finances",indic2012
సామాజిక అంశాలు మొదలైనవన్నీ మనదేశంలో పోషకాహార లోపానికి కారణమవుతున్నాయి.,Social factors etc. all contribute to malnutrition in our country.,tides
పోషకాహార లోపాన్ని 3 రకాలుగా వర్గీకరించవచ్చు.,Malnutrition can be classified into 3 types.,tides
 కెలోరీలపరమైన పోషకాహారలోపం, Caloric malnutrition,tides
ప్రోటీన్ల సంబంధిత పోషకాహారలో,Malnutrition related to proteins,indic2012
పోషక విలువలు లేని ఆహారం తీసుకోడం.,Consuming food that lacks nutritional value.,tides
పై కారణాల వల్ల వచ్చే కొన్ని వ్యాధుల గురించి చర్చిద్దాం.,Let us discuss some of the diseases caused by the above reasons.,ted
క్వాషియార్మర్ (Kwashiorkor),Kwashiorkor,tides
ఇది ప్రోటీన్ లోపంవలన కలిగే వ్యాధి.,It is a protein deficiency disease.,tides
